B2,B4,Turn,Unit,Poss_labels,Reason,Label Types
20180808-035431_488_live,0,5,"I usually like to help financially too, since I do not have many off days to join event.",ERPos+,1b,
20180808-035431_488_live,0,5,Some of their members even travel to different countries to help in person.,ERPos+,1a,
20180808-035431_488_live,0,5,I believe that is a big thing to do,ERPos+,1a,
20180808-035431_488_live,1,5,I wouldn't have the time off to do that.,,,
20180808-035431_488_live,1,5,But that's pretty cool what they do.,ERPos+,1e,
20180808-035431_488_live,0,6,"Yes, they are also connected to big companies like IKEA and Walt Disney.",ERPos+,1a,
20180808-035431_488_live,0,6,I would like to see part of my purchase will be donated,ERPos+,1b,
20180808-035431_488_live,1,6,Donating part of a purchase is such an easy way for a large amount of people to donate money.,ERPos+,1e,
20180808-035431_488_live,0,7,"Exactly, I also like how there are HITs which encourage you to donate.",,,
20180808-035431_488_live,0,7,It makes me happy to donate part or all of my bonus,ERPos+,1b,
20180808-035431_488_live,1,7,If it's a charity I believe in that's a great way.,EEPos+,2d,
20180808-035431_488_live,1,7,I donate to many local charities in my city.,EEPos+,2e,
20180808-035431_488_live,0,8,that is so nice of you.,EEPos+,2a,
20180808-035431_488_live,0,8,"like ""Save the Children"" has many options to donate.",EENeg+,3a,
20180808-035431_488_live,0,8,"You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount",EENeg+,3a,
20180808-035431_488_live,1,8,I think I'll probably donate at the end of this conversation.,ERPos+,1c,
20180808-035431_488_live,1,8,Will you be doing so as well?,,,
20180808-035431_488_live,0,9,I sure will.,ERPos+,1b,
20180808-035431_488_live,0,9,I did it in the past.,ERPos+,1b,
20180808-035431_488_live,0,9,and surprisingly my reward did not even change,,,
20180808-035431_488_live,1,9,I've had similar things happen.,EEPos+,2e,
20180808-035431_488_live,1,9,I'm glad we good agree on a charity to donate to.,ERPos+,1e,
20180808-052501_689_live,0,0,Would you like to donate to a Charity called Save the Children?,EENeg-,4b,
20180808-052501_689_live,1,0,"Hi, it all depends on who you really are, if it's for a person very close to me if I'm willing",EEPos+,2d,
20180808-052501_689_live,0,1,"It would go to supporting children in developing countries, especially in war zones.",ERPos+,1a,
20180808-052501_689_live,0,1,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",,,
20180808-052501_689_live,0,1,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",,,
20180808-052501_689_live,1,1,"if I would agree with that, and if my organ donated what problems would my body have?",EENeg+,3c,
20180808-052501_689_live,1,1,the operation has risks,EENeg+,3c,
20180808-052501_689_live,0,2,"I am not asking for an organ donation, but more of a financial one.",EENeg-,4b,
20180808-052501_689_live,0,2,"You can give any amount, even as little as $0.01 can help.",EENeg+,3a,
20180808-052501_689_live,1,2,"oh ok I'm sorry I have read wrong, if I would be willing to donate with pleasure is a good cause","ERNeg+
ERPos+","6
1c",
20180808-052501_689_live,0,3,How much would you like to donate?,EENeg-,4b,
20180808-052501_689_live,1,3,I am willing to donate $ 10,ERPos+,1c,
20180808-052501_689_live,0,4,"Fantastic, you are a very generous person and this money will help the cause greatly",EEPos+,2a,
20180808-052501_689_live,1,4,"Not that, there are many needs in the world and this is a good cause",EEPos+,2e,
20180808-052501_689_live,0,5,"Yes, you are helping to ensure children's rights to health, education, safety, etc.",ERPos+,1a,
20180808-052501_689_live,1,5,If sometimes I go down the street and there are people with posters I raise money for children and I always give them something because it is a good cause,EEPos+,2e,
20180808-052501_689_live,0,6,Do you have children yourself?,,,
20180808-052501_689_live,0,6,Does this cause have a very personal meaning to you?,,,
20180808-052501_689_live,1,6,"If I have two very beautiful children that are my life, maybe that's why I'm very attentive to things like this of this magnitude",,,
20180808-052501_689_live,0,7,"What would you say to someone who does not have children, if you were trying to get them to help the cause?",,,
20180808-052501_689_live,1,7,"to think about all the needs that a child in need at this moment is helping, and to think that this may be their child",,,
20180808-052501_689_live,0,8,"Children really are the future and if humans have any hope of surviving in the long run, we need to raise our children to see the good in this world and help others",EEPos+,2b,
20180808-052501_689_live,1,8,if it's what I think they have everything in their hands,,,
20180808-052501_689_live,0,9,"Yes, Well I thank you again for your donation and I wish you a very happy rest of your day!",EEPos+,2a,
20180808-052501_689_live,1,9,it is very happy day,,,
20180824-022709_450_live,0,0,"Hello, How you doing",,,
20180824-022709_450_live,1,0,"Great thanks, Im here to talk about the childrens charity.",,,
20180824-022709_450_live,0,1,"Yes, Hope you aware whats going with child who died from hunger",,,
20180824-022709_450_live,1,1,I am mostly aware yes.,,,
20180824-022709_450_live,1,1,This is why i would love to donate an amount.,ERPos+,1c,
20180824-022709_450_live,0,2,You are such a good personality ..,EEPos+,2a,
20180824-022709_450_live,0,2,How much do you like to donate to the charity now?,EENeg-,4b,
20180824-022709_450_live,0,2,Your donation will be directly deducted from your task payment.,EENeg+,3a,
20180824-022709_450_live,0,2,You can choose any amount from $0 to all your payment.,EENeg+,3a,
20180824-022709_450_live,1,2,"I not sure, how many children are in need of a donation?",ERNeg-,8,
20180824-022709_450_live,1,2,This will impact my decision on how much to give.,ERPos+,1c,
20180824-022709_450_live,0,3,1000 childrens at the first slot,,,
20180824-022709_450_live,1,3,"Right, it will probably have to be 80% of my task payment then.",ERPos+,1c,
20180824-022709_450_live,1,3,I'd love to help 1000 children.,ERPos+,1c,
20180824-022709_450_live,0,4,Thanks so much.,EEPos+,2a,
20180824-022709_450_live,1,4,"No problem, what day is the charity meet up then?",,,
20180824-022709_450_live,0,5,We will circulate the information to all the volunteers soon .,,,
20180824-022709_450_live,1,5,"Great, and can i bring family members to the donation event?",,,
20180824-022709_450_live,0,6,"Sure , everyone are welcome",,,
20180824-022709_450_live,1,6,Great what time is it on?,,,
20180824-022709_450_live,0,7,Falls on morning timeslot and venue details will be shared shortly after we cosolidated the donators,,,
20180824-022709_450_live,1,7,"Okay great, is there parking for the venue or should i get a taxi there?",,,
20180824-022709_450_live,0,8,You will have a parking slot available .,,,
20180824-022709_450_live,0,8,"However, based on our venue finalization we can check the feasability for everyone.",,,
20180824-022709_450_live,1,8,Thanks.,,,
20180824-022709_450_live,1,8,"Just to confirm, I'm donating 80% of my task amount.",ERPos+,1c,
20180824-022709_450_live,0,9,sure thanks again,EEPos+,2a,
20180824-022709_450_live,1,9,"Thanks very much, nice speaking to you.",,,
20180825-044613_233_live,0,0,Hello.,,,
20180825-044613_233_live,0,0,Do you have children?,,,
20180825-044613_233_live,1,0,"Yes, 2.",,,
20180825-044613_233_live,1,0,You?,,,
20180825-044613_233_live,0,1,"No, but I do enjoy their company.",,,
20180825-044613_233_live,0,1,Are you aware of the large amount of children in developing countries that could use assitance?,,,
20180825-044613_233_live,1,1,I am.,ERPos+,1e,
20180825-044613_233_live,1,1,"I tend to read news articles from aboard. BBC, ect.",,,
20180825-044613_233_live,1,1,I read that their are quite a few places that could use help.,,,
20180825-044613_233_live,0,2,Yes there are.,EEPos+,2c,
20180825-044613_233_live,0,2,Have you ever heard of the organization Save the Children and are you aware of what they do?,,,
20180825-044613_233_live,1,2,"I have heard of them, but have not looked into what they do.",ERPos+,1d,
20180825-044613_233_live,0,3,Well they have a presence in every continent except Antarctica.,ERPos+,1a,
20180825-044613_233_live,0,3,"Domestically, they provide early education, literacy, and health and disaster preparedness programs.",ERPos+,1a,
20180825-044613_233_live,1,3,"That's very interesting, sounds like they do good work.",ERPos+,1d,
20180825-044613_233_live,0,4,They are very renowned.,ERPos+,1a,
20180825-044613_233_live,0,4,"Internationally, they are pioneers in health education and protection programs.",ERPos+,1a,
20180825-044613_233_live,0,4,They create long lasting results to save lives and the quality of those lives.,ERPos+,1a,
20180825-044613_233_live,1,4,Do you know anyone that has worked for them?,,,
20180825-044613_233_live,0,5,I do not know anyone personally but but they are easily contacted through their website.,ERPos+,1a,
20180825-044613_233_live,0,5,They are also involved in emergency response and global advocacy.,ERPos+,1a,
20180825-044613_233_live,1,5,Sounds like they do a lot of good for a lot of people around the world.,ERPos+,1d,
20180825-044613_233_live,1,5,Are you involved with them at all?,ERNeg-,8,
20180825-044613_233_live,0,6,I am not personally but I would happily volunteer my time for this organization.,ERPos+,1b,
20180825-044613_233_live,0,6,Have you ever donated to a charity?,,,
20180825-044613_233_live,1,6,I have.,,,
20180825-044613_233_live,1,6,"I donate to my local charities, plus the United Way.",EEPos+,2d,
20180825-044613_233_live,0,7,I am very glad to hear that.,EEPos+,2a,
20180825-044613_233_live,0,7,Charity is very important and everyone should have a fighting chance in life.,EEPos+,2b,
20180825-044613_233_live,0,7,Is this an organization you would consider donating to?,EENeg-,4b,
20180825-044613_233_live,1,7,I might.,ERPos+,1c,
20180825-044613_233_live,1,7,I wonder sometimes how much of the actual money that gets donated goes to helping people and not into the pockets of those running the charity.,ERPos-,5a,
20180825-044613_233_live,0,8,86% of expenditures for this organization go directly to program services.,ERPos+,1a,
20180825-044613_233_live,1,8,Well that seems better than some I have read about.,ERPos+,1d,
20180825-044613_233_live,1,8,Have you ever donated to them?,,,
20180825-044613_233_live,0,9,I have in the past.,ERPos+,1b,
20180825-044613_233_live,0,9,I believe they an amazing organization.,ERPos+,1a,
20180825-044613_233_live,0,9,How much do you like to donate to the charity now?,EENeg-,4b,
20180825-044613_233_live,0,9,Your donation will be directly deducted from your task payment.,EENeg+,3a,
20180825-044613_233_live,0,9,You can choose any amount from $0 to all your payment.,EENeg+,3a,
20180825-044613_233_live,1,9,I think I would donated to donate .50,ERPos+,1c,
20180825-044613_233_live,0,10,I appreciate that and so does Save the Children.,EEPos+,2a,
20180825-044613_233_live,0,10,Thank you so much.,EEPos+,2a,
20180825-044613_233_live,0,10,It truly will go to a good cause.,EEPos+,2a,
20180825-052611_640_live,0,0,I am supposed to get you to donate some of your payment to a children's charity.,EENeg-,4b,
20180825-052611_640_live,1,0,Could you tell me more about the charity?,,,
20180825-052611_640_live,0,1,It appears to be comething called Save the Children.,,,
20180825-052611_640_live,0,1,I have no other information.,,,
20180825-052611_640_live,1,1,Where did you get that information and who specifically is the money going to?,,,
20180825-052611_640_live,0,2,The information is coming from the person who provided this hit.,,,
20180825-052611_640_live,0,2,They don't say who the money is going to.,ERPos-,,
20180825-052611_640_live,1,2,People aren't likely to donate to charities that they know nothing about.,EENeg+,3c,
20180825-052611_640_live,0,3,Good point.,EEPos+,2c,
20180825-052611_640_live,0,3,I don't like children but perhaps you do.,,,
20180825-052611_640_live,1,3,"I\'m not going to donate to some generic ""Save the Children"" charity with no information.",EENeg+,3c,
20180825-052611_640_live,1,3,"So, do we need to chat back and forth a few for times for this to be over?",,,
20180825-052611_640_live,0,4,"I found some more info: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,1a,
20180825-052611_640_live,1,4,What's their website address?,ERNeg-,8,
20180825-052611_640_live,0,5,The address is URL,,,
20180825-052611_640_live,1,5,Good to know.,,,
20180825-052611_640_live,1,5,I'm not going to donate.,EENeg+,3c,
20180825-052611_640_live,0,6,How come you are so stingy?,EEPos-,7,
20180825-052611_640_live,1,6,Are you going to donate?,ERPos-,5a,
20180825-052611_640_live,1,6,What is in it for you if I donate?,,,
20180825-052611_640_live,0,7,I have no money.,,,
20180825-052611_640_live,0,7,I will feel good if you donate.,EEPos+,2b,
20180825-052611_640_live,1,7,"I'd rather donate my time or if I do donate money, it will be to a charity that's important to me of my choosing.",EEPos+,"2e
2d",
20180825-052611_640_live,0,8,This is the only one that's available in this context.,,,
20180825-052611_640_live,0,8,You can donate part of your payment.,EENeg+,3a,
20180825-052611_640_live,1,8,I won't be donating as part of this survey.,EENeg+,3c,
20180825-052611_640_live,0,9,You certainly aren't very charitable.,EEPos-,7,
20180825-052611_640_live,1,9,I appreciate you trying to get me to though.,,,
20180825-052611_640_live,1,9,I've never been on an MTurk Hit like this.,ERPos-,5a,
20180825-055427_625_live,0,0,Hi friend.,,,
20180825-055427_625_live,0,0,Have you ever heard of Save the Children?,,,
20180825-055427_625_live,0,0,They're a great charity I support.,ERPos+,1a,
20180825-055427_625_live,0,0,I'm earning extra money on Amazon Turk to help support them.,ERPos+,1b,
20180825-055427_625_live,1,0,"Yes, I believe they sponsor children in need.",ERPos+,1d,
20180825-055427_625_live,1,0,I do the same for World Vision.,EEPos+,2d,
20180825-055427_625_live,1,0,I sponsor 3 children.,EEPos+,2d,
20180825-055427_625_live,0,1,That's amazing.,EEPos+,2a,
20180825-055427_625_live,0,1,"When you see all the crazy things happening in the world today, famine, genocide, etc. it seems so important to help.",EEPos+,2b,
20180825-055427_625_live,0,1,We are so lucky to live in a country where almost everyone has at least the minimum needed for survival.,,,
20180825-055427_625_live,0,1,"So many poor kids around the world don't have food, clothing, shelter.",,,
20180825-055427_625_live,0,1,I'm so glad these amazing charities help those kids.,ERPos+,1a,
20180825-055427_625_live,1,1,I appreciate the letters that I receive to see the impact that our donations make.,EEPos+,2e,
20180825-055427_625_live,1,1,Although it is not much money for us its makes a huge difference to the children from what I have seen.,ERPos+,1e,
20180825-055427_625_live,1,1,How long have you been donating?,,,
20180825-055427_625_live,0,2,For years.,ERPos+,1b,
20180825-055427_625_live,0,2,"I started back in college, when an extra few dollars a month was a lot to give, and now that I've moved on in my career and life I'm thankful I'm able to give more.",ERPos+,1b,
20180825-055427_625_live,0,2,"Plus, Save the Children is really high rated on Charity Watch.",ERPos+,1a,
20180825-055427_625_live,0,2,You know some charities spend 75 percent of donations back into gathering more money and administration etc.,,,
20180825-055427_625_live,0,2,Save the Children is able to give away nearly everything they gather.,ERPos+,1a,
20180825-055427_625_live,0,2,I just read they are going to be helping victims of the Hurricane in Hawaii.,ERPos+,1a,
20180825-055427_625_live,1,2,That is good.,ERPos+,1e,
20180825-055427_625_live,1,2,I've heard good things about Save the Children.,ERPos+,1d,
20180825-055427_625_live,1,2,I think my brother sponsors a kid with them.,,,
20180825-055427_625_live,1,2,I believe World Vision is rated highly as well.,EEPos+,2d,
20180825-055427_625_live,1,2,I'm glad that I can help others in need since I've been blessed a bit to help others.,EEPos+,2e,
20180825-055427_625_live,0,3,Absolutely.,EEPos+,2c,
20180825-055427_625_live,0,3,"We are blessed to be a blessing, that's what I believe.",,,
20180825-055427_625_live,0,3,"You know what, you've encouraged me.",EEPos+,2a,
20180825-055427_625_live,0,3,I think I'm going to donate the money I earn today to Save the Children.,ERPos+,1b,
20180825-055427_625_live,0,3,You want to join me?,EENeg-,4b,
20180825-055427_625_live,0,3,It won't be much but every penny counts.,EENeg+,3a,
20180825-055427_625_live,0,3,"We can't do much with 30 cents, but in another country that could make a big impact.",EEPos+,2b,
20180825-055427_625_live,1,3,Sure.,ERPos+,1c,
20180825-055427_625_live,1,3,I would love to help.,ERPos+,1c,
20180825-055427_625_live,1,3,I would love to make a donation today.,ERPos+,1c,
20180825-055427_625_live,0,4,That's amazing.,EEPos+,2a,
20180825-055427_625_live,0,4,Should we give our whole 30 cents?,EENeg-,4c,
20180825-055427_625_live,0,4,It's not like either of us can do much with that either.,EENeg+,3a,
20180825-055427_625_live,1,4,Probably more.,ERPos+,1c,
20180825-055427_625_live,1,4,Do you donate by the catalog or general donation?,ERNeg-,8,
20180825-055427_625_live,0,5,"I read that the people sponsoring this research study are collecting money, and at the end we have the option of just telling them to keep our payment and give it to Save the Children instead of paying out to us.",EENeg+,3a,
20180825-055427_625_live,0,5,Hassle free.,EENeg+,3a,
20180825-055427_625_live,1,5,"Ok, sounds good.",ERPos+,1c,
20180825-055427_625_live,1,5,I'll donate the whole amount.,ERPos+,1c,
20180825-055427_625_live,0,6,I'm so glad I got partnered with you.,EEPos+,2a,
20180825-055427_625_live,0,6,"With all the negativity in the news, I'm glad to see there are still great people out there.",EEPos+,2a,
20180825-055427_625_live,1,6,Great.,ERPos+,1e,
20180825-055427_625_live,1,6,"I've been looking at the Save the Children website so I will likely buy off the catalog, like Emergency Food.",ERPos+,1c,
20180825-055427_625_live,1,6,Thanks for sharing.,,,
20180825-055427_625_live,0,7,"Yeap, I think I need to look at the website again and see the new ways to donate.",ERPos+,1b,
20180825-055427_625_live,0,7,"So we'll both donate the money we earn here, then we can donate extra off the website.","ERPos+
EEPos+","1b
2a",
20180825-055427_625_live,0,7,I'm going to blog about you later today.,EEPos+,2a,
20180825-055427_625_live,0,7,It will encourage our friends.,EEPos+,2b,
20180825-055427_625_live,1,7,Very good.,ERPos+,1e,
20180825-055427_625_live,1,7,I glad we can help.,EEPos+,2e,
20180825-055427_625_live,1,7,Every bit helps.,,,
20180825-055427_625_live,0,8,Nice to meet you fellow Turker.,,,
20180825-055427_625_live,0,8,You've encouraged my heart today.,EEPos+,2a,
20180825-055427_625_live,1,8,Ditto to you.,ERPos+,1e,
20180825-055427_625_live,1,8,Have a great day.,,,
20180825-055427_625_live,1,8,God bless!,,,
20180825-055427_625_live,0,9,Goodbye.,,,
20180825-055427_625_live,0,9,Have a wonderful day.,,,
20180825-055427_625_live,1,9,You.,,,
20180825-055427_625_live,1,9,Enjoy the rest of the day.,,,
20180825-075913_208_live,0,0,Would you be interested in donating to Save the Children ?,EENeg-,4b,
20180825-075913_208_live,1,0,I am one who like to donate.,EEPos+,2e,
20180825-075913_208_live,1,0,Can you tell me more about it?,ERNeg-,8,
20180825-075913_208_live,0,1,"Save the Children helps to promote childrens rights to health, education, and safety.",ERPos+,1a,
20180825-075913_208_live,1,1,Do they have any focus right now?,ERNeg-,8,
20180825-075913_208_live,1,1,More as where are the majority of the fund headed towards right now/,ERNeg-,8,
20180825-075913_208_live,0,2,At this point a lot of the focus is children in war zones.,ERPos+,1a,
20180825-075913_208_live,0,2,some of these donations can address the problem of the daily threat of violence,ERPos+,1a,
20180825-075913_208_live,1,2,It seems like Syria seems to be a high stakes area.,,,
20180825-075913_208_live,1,2,Are any fund going to help the the children in Hawaii after the volcano and hurricane?,ERNeg-,8,
20180825-075913_208_live,0,3,"I'm not sure, but I think that would be a great idea.",,,
20180825-075913_208_live,0,3,Maybe you could get more information on that by getting in contact with someone at URL,ERPos+,1a,
20180825-075913_208_live,1,3,What are some of the things that they do for the children?,ERNeg-,8,
20180825-075913_208_live,1,3,I would like to donate but I am not a huge fan or donating just for promotion?,EEPos+,2d,
20180825-075913_208_live,0,4,"They help to provide basic health care, provide disaster relief, and help to ensure their rights to education and safety.",ERPos+,1a,
20180825-075913_208_live,0,4,How much would you like to donate ?,EENeg-,4b,
20180825-075913_208_live,0,4,Your donation will be deducted from your task payment.,EENeg+,3a,
20180825-075913_208_live,1,4,I am interested in donating most of my task payment.,ERPos+,1c,
20180825-075913_208_live,1,4,How would I go about this?,,,
20180825-075913_208_live,0,5,I do believe you have to go to URL,,,
20180825-075913_208_live,1,5,Would 60% of the task payment be enough?,ERPos+,1c,
20180825-075913_208_live,1,5,I know its not much.,,,
20180825-075913_208_live,0,6,"Yes, that sounds good.",EEPos+,2a,
20180825-075913_208_live,0,6,How much would that be ?,,,
20180825-075913_208_live,1,6,I think it would be roughly $1.20.,,,
20180825-075913_208_live,1,6,Is there a follow up on to see how my money while little is may be is being put to use?,,,
20180825-075913_208_live,0,7,I do believe you can get that information from their website.,ERPos+,1a,
20180825-075913_208_live,0,7,Thank you so much for taking the time to speak with me and also for your donation.,EEPos+,2a,
20180825-075913_208_live,0,7,Take care and have a great day.,,,
20180825-075913_208_live,0,7,This charity seems to have children's best interests at heart.,ERPos+,1a,
20180825-075913_208_live,1,7,I am very happy to help,ERPos+,1d,
20180825-075913_208_live,0,8,Yes it does.,,,
20180825-075913_208_live,0,8,"Now, how do we submit this hit ?",,,
20180825-075913_208_live,1,8,We still have chat a bit more.,,,
20180825-075913_208_live,1,8,Have you heard any break thought about this charity?,ERNeg-,8,
20180825-075913_208_live,1,8,I am really interested.,ERPos+,1e,
20180825-075913_208_live,0,9,You were asking about the hurricane relief in Hawaii.,,,
20180825-075913_208_live,0,9,"From what I understand, they are on stand-by and ready to provide help if needed.",ERPos+,1a,
20180825-075913_208_live,0,9,I think that is awesome.,ERPos+,1a,
20180825-075913_208_live,0,9,I had no idea they operated in the USA also.,ERPos+,1a,
20180825-075913_208_live,0,9,I always thought these organizations focused on other countries,ERPos+,1a,
20180825-075913_208_live,1,9,That is very awesome.,ERPos+,1d,
20180825-075913_208_live,1,9,I am proud to be apart of helping them help others,ERPos+,1c,
20180825-075913_208_live,1,9,I also found out that 86% of donations goes to services and only 5% goes to management.,ERPos+,1d,
20180825-075913_208_live,1,9,I was glad to hear that.,ERPos+,1d,
20180825-075913_208_live,1,9,It was nice chatting with you.,,,
20180825-075913_208_live,1,9,I enjoyed this.,,,
20180825-075913_208_live,1,9,You take care and have a good day.,,,
20180825-084657_775_live,0,0,Hello there!,,,
20180825-084657_775_live,1,0,hello how are you,,,
20180825-084657_775_live,0,1,Fine.,,,
20180825-084657_775_live,0,1,"We\'re doing this drive for ""Save the Children,"" and we were hoping for you to donate.",EENeg-,4b,
20180825-084657_775_live,1,1,i might donate,,,
20180825-084657_775_live,0,2,By committing some of your earnings for this HIT towards the cause.,EENeg+,3a,
20180825-084657_775_live,1,2,im not to sure yet,,,
20180825-084657_775_live,0,3,What are you not sure about?,,,
20180825-084657_775_live,1,3,whether to donate or not,,,
20180825-084657_775_live,0,4,I read an article yesterday that said 1000 children were saved from hunger shelters just by donations from online workers.,EEPos+,2b,
20180825-084657_775_live,1,4,oh thats great i would donate 5 dollars then,ERPos+,1c,
20180825-084657_775_live,0,5,That's really great.,EEPos+,2a,
20180825-084657_775_live,0,5,Do you need more info about this program?,,,
20180825-084657_775_live,1,5,no i dont,,,
20180825-084657_775_live,0,6,"You're so kind, the children will really appreciate it.",EEPos+,2a,
20180825-084657_775_live,0,6,Have you sponsored any children in the past?,,,
20180825-084657_775_live,1,6,no i havent,,,
20180825-084657_775_live,0,7,"Oh, great.",,,
20180825-084657_775_live,0,7,"Have you heard of ""Save the Children"" before?",,,
20180825-084657_775_live,1,7,yes i have,ERPos+,1d,
20180825-084657_775_live,0,8,"Actually, the donation has to be in relation to your payment, what percentage of that are you willing to donate?",EENeg-,4b,
20180825-084657_775_live,1,8,5 percent i would donate,ERPos+,1c,
20180825-084657_775_live,0,9,"5%, that wonderful.",EEPos+,2a,
20180825-084657_775_live,0,9,The children will greatly appreciate it.,EEPos+,2a,
20180825-084657_775_live,0,9,Thank you so much for your kindness and have a great day.,EEPos+,2a,
20180825-084657_775_live,1,9,you too my friend,,,
20180825-112434_860_live,0,0,Have you heard of the charity Save the Children?,,,
20180825-112434_860_live,1,0,"No, I don't believe I have.",ERPos-,5b,
20180825-112434_860_live,1,0,What are their goals?,ERNeg-,8,
20180825-112434_860_live,0,1,"They give children a healthy start in life, the opportunity to learn and protection from harm.",ERPos+,1a,
20180825-112434_860_live,0,1,"When crisis strikes, they are always among the first to respond and the last to leave.",ERPos+,1a,
20180825-112434_860_live,0,1,"They do whatever it takes to save children, transforming their lives and the future we all share.",ERPos+,1a,
20180825-112434_860_live,1,1,That sounds like an amazing charity.,ERPos+,1d,
20180825-112434_860_live,1,1,That is something I could really get behind.,ERPos+,1c,
20180825-112434_860_live,0,2,It's a great charity that has helped more than 155 million children in 120 countries.,ERPos+,1a,
20180825-112434_860_live,0,2,Do you ever donate to charity?,,,
20180825-112434_860_live,1,2,"Yeah, I donate here and there.",EEPos+,2e,
20180825-112434_860_live,1,2,If I'm in the right place at the right time or am given an opportunity.,EEPos+,2e,
20180825-112434_860_live,0,3,Save the Children is a wonderful charity to donate to.,ERPos+,1a,
20180825-112434_860_live,0,3,86% of money raised goes directly to the children.,ERPos+,1a,
20180825-112434_860_live,0,3,Would you be interested in donating to Save the Children?,EENeg-,4b,
20180825-112434_860_live,1,3,Where does the other percentage of donations go?,ERNeg-,8,
20180825-112434_860_live,1,3,I would possibly be interested!,ERPos+,1c,
20180825-112434_860_live,0,4,9% goes to fundraising and 5% goes to management and general expenses.,,,
20180825-112434_860_live,0,4,Please ask any questions you may have.,EEPos+,2c,
20180825-112434_860_live,0,4,I want you to feel comfortable knowing your donation is really going to help children.,EEPos+,2c,
20180825-112434_860_live,1,4,What areas of the world do they cover?,ERNeg-,8,
20180825-112434_860_live,1,4,"Is it an international charity, or exclusive to the US or another country?",ERNeg-,8,
20180825-112434_860_live,0,5,The charity helps children in the US and worldwide.,ERPos+,1a,
20180825-112434_860_live,0,5,"Africa, Asia, and the US are the top regions receiving aid from Save the Children.",ERPos+,1a,
20180825-112434_860_live,0,5,Your donation goes a long way too!,EEPos+,2b,
20180825-112434_860_live,1,5,What is the average donation amount that most donors contribute at one time?,ERNeg-,8,
20180825-112434_860_live,0,6,"I don't have that information at hand, but even .30 cents goes a long way!",EEPos+,2b,
20180825-112434_860_live,0,6,Would you be willing to donate your earnings from this HIT to help children eat and go to school?,"EENeg-
EEPos+","4b
2b",
20180825-112434_860_live,1,6,I would be willing to at least donate a portion of my earnings to help this charity.,ERPos+,1c,
20180825-112434_860_live,0,7,"That's wonderful, thank you!",EEPos+,2a,
20180825-112434_860_live,0,7,"You know 30 cents may not seem like a lot to you, but to a child who is hungry and sick, it can mean the difference between life and death.",EEPos+,2b,
20180825-112434_860_live,0,7,Are you sure you wouldn't want to help a child by donating the full amount?,"EENeg-
EEPos+","4c
2b",
20180825-112434_860_live,1,7,I could do that.,ERPos+,1c,
20180825-112434_860_live,1,7,30 cents for the children is okay with me!,ERPos+,1c,
20180825-112434_860_live,0,8,Thank you!,EEPos+,2a,
20180825-112434_860_live,0,8,"Your donation is going to help a child eat, receive an education, and have access to life-saving medicine.",EEPos+,2b,
20180825-112434_860_live,0,8,Who knew 30 cents could do so much!?,,,
20180825-112434_860_live,0,8,Do you have any other questions?,,,
20180825-112434_860_live,1,8,I don't think so.,,,
20180825-112434_860_live,1,8,Thank you for taking the time to introduce me to this charity!,ERPos+,1e,
20180825-112434_860_live,1,8,Do I need to do anything else to make sure I get the money donated?,,,
20180825-112434_860_live,0,9,"Nope, it will all be handled on my end.",,,
20180825-112434_860_live,0,9,"On behalf of children worldwide, thank you for your kindness.",EEPos+,2a,
20180825-112434_860_live,0,9,"155 million children benefited last year, with your help we'll reach even more!",EEPos+,2b,
20180825-112434_860_live,1,9,Thank you!,,,
20180827-030633_256_live,0,0,hello how are you,,,
20180827-030633_256_live,1,0,hi i am fine..,,,
20180827-030633_256_live,0,1,what do you know about the non-for-profit organization save the children,,,
20180827-030633_256_live,1,1,they really doing a great job..,ERPos+,1d,
20180827-030633_256_live,0,2,"they are real missionaries and humans, provide help to help many children around the world",ERPos+,1a,
20180827-030633_256_live,1,2,absolutely i will support them.,ERPos+,1c,
20180827-030633_256_live,0,3,tell about your life,,,
20180827-030633_256_live,1,3,my life is going good.,,,
20180827-030633_256_live,0,4,"I'm glad for you, you are giving financial help","EEPos+
EENeg-","2c
4b",
20180827-030633_256_live,1,4,its my pleasure,EEPos+,2e,
20180827-030633_256_live,0,5,i donate every Christmas,ERPos+,1b,
20180827-030633_256_live,1,5,i donate every six months,EEPos+,2e,
20180827-030633_256_live,0,6,very very good,EEPos+,2c,
20180827-030633_256_live,1,6,you also done a great job,ERPos+,1e,
20180827-030633_256_live,0,7,the happiness of others is a special sadisfaxion,ERPos+,1b,
20180827-030633_256_live,1,7,we can see our happiness on other faces while helping for them,EEPos+,2e,
20180827-030633_256_live,0,8,yes is the most beautiful life,EEPos+,2c,
20180827-030633_256_live,1,8,yes it is.,ERPos+,1d,
20180827-030633_256_live,0,9,thank you for this conversation,,,
20180827-030633_256_live,1,9,thank you very much,,,
20180723-044617_32_live,0,0,Good Morning!,,,
20180723-044617_32_live,0,0,I am asking for a donation to Save the Children.,EENeg-,4b,
20180723-044617_32_live,0,0,Have you heard of it?,,,
20180723-044617_32_live,1,0,Good morning!..,,,
20180723-044617_32_live,1,0,Have a nice day...,,,
